name,longitude,latitude,ellipsoidal_height
0,-114.04914614092603,46.66825069873421,
1,-114.04909719297346,46.669149426348916,
2,-114.04904824267534,46.67004815378247,
3,-114.04899929003156,46.67094688103488,
4,-114.04895033504195,46.671845608106146,
5,-114.04890137770636,46.672744334996246,
6,-114.04885241802468,46.67364306170521,
7,-114.04880345599676,46.67454178823301,
8,-114.04875449162246,46.67544051457964,
9,-114.04870552490165,46.676339240745115,
10,-114.04865655583417,46.67723796672942,
11,-114.04860758441987,46.678136692532576,
12,-114.04855861065863,46.679035418154555,
13,-114.04850963455031,46.67993414359538,
14,-114.04846065609476,46.680832868855006,
15,-114.04841167529186,46.68173159393347,
16,-114.04836269214145,46.68263031883075,
17,-114.04831370664338,46.68352904354686,
18,-114.04826471879754,46.684427768081804,
19,-114.04821572860376,46.68532649243554,
20,-114.04816673606192,46.6862252166081,
21,-114.04811774117188,46.68712394059947,
22,-114.04806874393347,46.68802266440965,
23,-114.04801974434658,46.688921388038644,
24,-114.04797074241105,46.68982011148644,
25,-114.04792173812676,46.690718834753035,
26,-114.04787273149356,46.691617557838434,
27,-114.0478237225113,46.69251628074263,
28,-114.04777471117984,46.693415003465624,
29,-114.04772569749906,46.69431372600741,
30,-114.04767668146881,46.69521244836799,
31,-114.04762766308893,46.69611117054737,
32,-114.0475786423593,46.69700989254552,
33,-114.04752961927977,46.69790861436246,
34,-114.04748059385021,46.69880733599818,
35,-114.04743156607047,46.6997060574527,
36,-114.0473825359404,46.70060477872598,
37,-114.0473335034599,46.701503499818045,
38,-114.04728446862877,46.702402220728885,
39,-114.04723543144691,46.703300941458494,
40,-114.04718639191417,46.70419966200688,
41,-114.04713735003041,46.70509838237402,
42,-114.04708830579548,46.705997102559934,
43,-114.04703925920926,46.706895822564604,
44,-114.04699021027157,46.707794542388044,
45,-114.0469411589823,46.70869326203024,
46,-114.04689210534133,46.70959198149118,949.998
47,-114.04684304934845,46.71049070077088,949.916
48,-114.0467939910036,46.71138941986935,949.828
49,-114.04674493030657,46.712288138786555,949.654
50,-114.04669586725727,46.713186857522516,949.887
51,-114.04664680185553,46.71408557607721,949.89
52,-114.04659773410123,46.71498429445065,950.152
53,-114.0465486639942,46.715883012642834,949.707
54,-114.04649959153433,46.71678173065376,948.679
55,-114.04645051672144,46.717680448483414,948.382
56,-114.04640143955544,46.7185791661318,948.994
57,-114.04635236003615,46.71947788359892,949.563
58,-114.04630327816344,46.72037660088477,949.986
59,-114.04625419393719,46.72127531798936,948.041
60,-114.04620510735722,46.72217403491267,
61,-114.04615601842342,46.723072751654705,
62,-114.04610692713564,46.723971468215446,
63,-114.04784060107988,46.66821699845568,
64,-114.04779163156829,46.66911572502088,
65,-114.04774265971012,46.67001445140489,
66,-114.04769368550525,46.67091317760773,
67,-114.04764470895353,46.67181190362938,
68,-114.0475957300548,46.67271062946984,
69,-114.04754674880894,46.673609355129116,
70,-114.04749776521582,46.6745080806072,
71,-114.04744877927529,46.67540680590408,
72,-114.0473997909872,46.67630553101978,
73,-114.04735080035142,46.67720425595427,
74,-114.0473018073678,46.67810298070757,
75,-114.04725281203619,46.67900170527967,
76,-114.0472038143565,46.67990042967057,
77,-114.04715481432854,46.68079915388025,
78,-114.04710581195218,46.681697877908725,
79,-114.04705680722728,46.68259660175598,
80,-114.0470078001537,46.68349532542203,
81,-114.04695879073131,46.68439404890687,
82,-114.04690977895994,46.68529277221048,
83,-114.04686076483951,46.68619149533287,
84,-114.04681174836982,46.68709021827405,
85,-114.04676272955075,46.68798894103401,
86,-114.04671370838214,46.688887663612725,
87,-114.04666468486388,46.68978638601022,
88,-114.04661565899583,46.69068510822648,
89,-114.04656663077782,46.691583830261514,
90,-114.04651760020974,46.692482552115315,
91,-114.04646856729143,46.69338127378787,
92,-114.04641953202275,46.694279995279174,
93,-114.04637049440356,46.69517871658925,
94,-114.04632145443374,46.69607743771809,
95,-114.04627241211311,46.696976158665656,
96,-114.04622336744157,46.697874879431986,
97,-114.04617432041896,46.69877360001708,
98,-114.04612527104511,46.6996723204209,951.945
99,-114.04607621931996,46.70057104064347,951.104
100,-114.04602716524329,46.701469760684795,951.054
101,-114.04597810881498,46.702368480544834,951.953
102,-114.04592905003491,46.70326720022362,951.46
103,-114.04587998890291,46.70416591972115,951.334
104,-114.04583092541887,46.70506463903741,951.111
105,-114.04578185958263,46.70596335817241,951.05
106,-114.04573279139404,46.706862077126125,951.749
107,-114.04568372085299,46.70776079589856,950.825
108,-114.0456346479593,46.70865951448974,950.928
109,-114.04558557271287,46.70955823289963,949.939
110,-114.04553649511354,46.71045695112822,949.851
111,-114.04548741516118,46.71135566917555,949.851
112,-114.0454383328556,46.71225438704159,950.068
113,-114.04538924819673,46.71315310472635,949.657
114,-114.04534016118438,46.71405182222982,950.364
115,-114.04529107181843,46.71495053955199,948.822
116,-114.04524198009872,46.71584925669287,948.806
117,-114.04519288602513,46.71674797365245,948.819
118,-114.04514378959752,46.71764669043074,948.56
119,-114.04509469081572,46.718545407027726,948.196
120,-114.04504558967965,46.7194441234434,948.261
121,-114.04499648618908,46.72034283967778,948.055
122,-114.04489827214407,46.72214027160261,
123,-114.04484916158931,46.72303898729306,
124,-114.04480004867955,46.72393770280219,
125,-114.04653506358008,46.66818328329956,
126,-114.04648607250961,46.66908200881478,
127,-114.04643707909153,46.66998073414879,
128,-114.04638808332571,46.670879459301595,
129,-114.046339085212,46.67177818427317,
130,-114.04629008475028,46.672676909063526,
131,-114.04624108194041,46.673575633672655,
132,-114.04619207678222,46.67447435810056,
133,-114.04614306927557,46.67537308234724,
134,-114.04609405942035,46.67627180641269,
135,-114.04604504721642,46.6771705302969,
136,-114.04599603266361,46.67806925399989,
137,-114.04594701576181,46.67896797752164,
138,-114.04589799651085,46.67986670086214,
139,-114.0458489749106,46.6807654240214,
140,-114.04579995096094,46.681664146999424,
141,-114.04575092466169,46.6825628697962,
142,-114.04570189601274,46.68346159241173,
143,-114.04565286501395,46.68436031484601,
144,-114.04560383166515,46.68525903709904,
145,-114.04555479596624,46.686157759170804,
146,-114.04550575791704,46.68705648106131,
147,-114.04545671751745,46.687955202770574,
148,-114.04540767476728,46.68885392429857,
149,-114.04535862966642,46.68975264564531,
150,-114.04530958221476,46.69065136681076,951.955
151,-114.0452605324121,46.691550087794965,952.388
152,-114.04521148025833,46.69244880859788,952.687
153,-114.04516242575329,46.693347529219544,952.816
154,-114.04511336889686,46.69424624965991,951.882
155,-114.04486804933882,46.69873984914261,951.275
156,-114.04481897837104,46.699638568495295,951.211
157,-114.04476990505088,46.70053728766669,951.105
158,-114.0447208293782,46.701436006656785,951.803
159,-114.04467175135285,46.70233472546559,951.107
160,-114.04462267097472,46.703233444093094,951.675
161,-114.04457358824361,46.7041321625393,950.565
162,-114.04452450315944,46.705030880804216,951.74
163,-114.044475415722,46.70592959888783,951.486
164,-114.04442632593124,46.70682831679012,950.508
165,-114.04437723378693,46.70772703451111,951.181
166,-114.04432813928901,46.70862575205078,950.25
167,-114.04427904243725,46.709524469409146,950.942
168,-114.04422994323158,46.71042318658618,950.391
169,-114.04418084167185,46.71132190358194,950.12
170,-114.04413173775787,46.71222062039634,949.874
171,-114.04408263148956,46.71311933702944,950.085
172,-114.04403352286674,46.71401805348121,949.638
173,-114.04398441188928,46.714916769751646,949.318
174,-114.04393529855705,46.71581548584076,950.26
175,-114.04388618286988,46.716714201748545,949.757
176,-114.04383706482767,46.71761291747498,949.242
177,-114.04378794443025,46.7185116330201,949.872
178,-114.04373882167748,46.71941034838387,948.195
179,-114.04364056910535,46.72120777856739,971.317
180,-114.0435914392857,46.722106493387166,
181,-114.04354230711014,46.72300520802556,
182,-114.04349317257854,46.72390392248262,
183,-114.04522952842765,46.66814955326591,
184,-114.04518051579844,46.669048277730695,
185,-114.04513150082057,46.66994700201425,
186,-114.04508248349397,46.670845726116546,
187,-114.04503346381843,46.671744450037586,
188,-114.04498444179383,46.672643173777374,
189,-114.04493541742006,46.673541897335895,
190,-114.04488639069694,46.67444062071317,
191,-114.04483736162436,46.675339343909165,
192,-114.04478833020215,46.67623806692391,
193,-114.0447392964302,46.67713678975738,
194,-114.04469026030836,46.67803551240959,
195,-114.04464122183646,46.678934234880515,
196,-114.0445921810144,46.67983295717018,
197,-114.044543137842,46.68073167927855,
198,-114.04449409231917,46.681630401205666,953.676
199,-114.04444504444574,46.682529122951486,953.561
200,-114.04439599422155,46.68342784451603,954.01
201,-114.04434694164648,46.68432656589929,955.013
202,-114.0442978867204,46.68522528710126,954.424
203,-114.04424882944316,46.68612400812194,954.707
204,-114.0441997698146,46.68702272896134,953.708
205,-114.0441507078346,46.68792144961944,953.488
206,-114.04410164350303,46.688820170096236,953.169
207,-114.04405257681974,46.689718890391745,952.623
208,-114.04400350778455,46.69061761050595,952.21
209,-114.0439544363974,46.69151633043885,953.594
210,-114.04390536265807,46.69241505019043,953.033
211,-114.04385628656645,46.69331376976072,952.079
212,-114.0437581273258,46.695111208357375,983.566
213,-114.04370904417648,46.69600992738373,992.807
214,-114.0436599586743,46.69690864622876,986.451
215,-114.04361087081914,46.697807364892476,972.782
216,-114.04346359313426,46.7005035197957,955.123
217,-114.04341449586572,46.70140223773413,951.64
218,-114.04336539624347,46.70230095549122,951.442
219,-114.0433162942674,46.703199673066976,951.854
220,-114.04326718993732,46.704098390461404,951.708
221,-114.04321808325314,46.7049971076745,951.367
222,-114.0431689742147,46.70589582470625,951.163
223,-114.04311986282184,46.70679454155666,951.294
224,-114.04307074907446,46.70769325822573,951.152
225,-114.04302163297238,46.708591974713464,950.821
226,-114.04297251451548,46.70949069101983,950.549
227,-114.04292339370362,46.71038940714486,950.059
228,-114.04287427053664,46.711288123088536,950.485
229,-114.0428251450144,46.71218683885086,950.636
230,-114.04277601713679,46.71308555443183,949.749
231,-114.04272688690365,46.71398426983143,949.722
232,-114.04267775431482,46.71488298504968,949.239
233,-114.04262861937019,46.71578170008656,949.408
234,-114.04257948206961,46.71668041494208,949.753
235,-114.0423829093049,46.720275272550424,987.858
236,-114.04233376022242,46.72117398649909,986.251
237,-114.04228460878316,46.72207270026638,
238,-114.04223545498692,46.722971413852264,
239,-114.04218629883361,46.72387012725678,
240,-114.04392399562362,46.66811580835482,
241,-114.04387496143579,46.66901453176871,
242,-114.04382592489831,46.669913255001326,
243,-114.04377688601103,46.67081197805266,
244,-114.04372784477381,46.671710700922695,955.847
245,-114.0436788011865,46.67260942361145,955.641
246,-114.04362975524896,46.67350814611891,955.11
247,-114.04358070696107,46.67440686844507,955.541
248,-114.04353165632266,46.67530559058994,955.107
249,-114.04348260333362,46.6762043125535,954.907
250,-114.04343354799379,46.677103034335765,955.243
251,-114.04338449030303,46.678001755936734,954.681
252,-114.0433354302612,46.67890047735639,954.735
253,-114.04328636786818,46.67979919859475,954.852
254,-114.04323730312377,46.680697919651784,954.056
255,-114.04318823602792,46.68159664052751,953.647
256,-114.0431391665804,46.68249536122192,953.105
257,-114.04309009478114,46.68339408173502,954.204
258,-114.04304102062996,46.684292802066786,954.875
259,-114.04299194412671,46.68519152221724,954.622
260,-114.04294286527129,46.68609024218637,954.531
261,-114.04289378406351,46.68698896197417,954.037
262,-114.04284470050327,46.68788768158065,953.708
263,-114.04279561459042,46.6887864010058,952.488
264,-114.0427465263248,46.68968512024961,952.774
265,-114.04269743570629,46.69058383931209,952.113
266,-114.04264834273474,46.69148255819322,951.605
267,-114.04259924741001,46.69238127689302,951.605
268,-114.04255014973195,46.69327999541149,952.187
269,-114.04245194731534,46.695077431904366,994.877
270,-114.04240284257646,46.69597614987879,1010.664
271,-114.04235373548374,46.696874867671866,1001.702
272,-114.04230462603697,46.69777358528357,989.035
273,-114.04225551423605,46.69867230271393,977.226
274,-114.04220640008079,46.69957101996294,976.557
275,-114.04205904348782,46.702267170621774,951.722
276,-114.04200991991395,46.70316588714533,951.275
277,-114.04196079398507,46.70406460348751,955.034
278,-114.04181340206691,46.70676075142584,951.408
279,-114.04176426671657,46.70765946704253,950.914
280,-114.0417151290105,46.70855818247783,951.405
281,-114.04146940513948,46.71305175693359,950.098
282,-114.04142025329614,46.71395047128057,949.37
283,-114.04137109909611,46.71484918544615,948.97
284,-114.04132194253921,46.71574789943034,949.331
285,-114.04122362235434,46.71754532685451,980.57
286,-114.04117445872608,46.718444040294486,980.079
287,-114.04112529274039,46.71934275355306,975.155
288,-114.04107612439714,46.72024146663023,991.94
289,-114.04102695369622,46.721140179525975,997.002
290,-114.04097778063745,46.72203889224033,
291,-114.0409286052207,46.72293760477326,
292,-114.04087942744584,46.72383631712475,
293,-114.04261846516901,46.66808204856633,956.527
294,-114.04256940942274,46.668980770928876,955.767
295,-114.04252035132576,46.66987949311009,955.691
296,-114.04247129087797,46.67077821511,955.992
297,-114.04242222807918,46.67167693692858,955.815
298,-114.0423731629293,46.67257565856583,955.177
299,-114.04232409542814,46.673474380021766,955.57
300,-114.04227502557559,46.674373101296354,955.531
301,-114.04222595337153,46.67527182238962,955.041
302,-114.04217687881578,46.676170543301545,954.722
303,-114.04212780190821,46.677069264032156,955.195
304,-114.0420787226487,46.6779679845814,954.878
305,-114.04202964103706,46.67886670494932,954.137
306,-114.0419805570732,46.679765425135905,955.04
307,-114.04193147075696,46.68066414514114,954.823
308,-114.0418823820882,46.68156286496501,953.578
309,-114.04183329106677,46.68246158460755,953.088
310,-114.04178419769255,46.68336030406873,954.014
311,-114.04173510196539,46.68425902334856,954.751
312,-114.04168600388515,46.68515774244703,954.699
313,-114.04163690345166,46.68605646136415,953.748
314,-114.04158780066481,46.6869551800999,953.814
315,-114.04153869552447,46.687853898654296,952.69
316,-114.04148958803047,46.68875261702731,952.597
317,-114.04144047818268,46.689651335218976,954.075
318,-114.04129313451519,46.692347488705714,953.523
319,-114.04109664333026,46.69594235748211,1015.829
320,-114.0410475146471,46.696841074222746,1010.947
321,-114.04099838360888,46.697739790781995,998.204
322,-114.04094925021546,46.69863850715986,988.639
323,-114.04085097636246,46.70043593937141,976.347
324,-114.0406052505041,46.70492951672579,970.744
325,-114.04055609826403,46.70582823165245,966.722
326,-114.0404577867143,46.70762566096153,950.256
327,-114.04035946573758,46.70942308954496,966.377
328,-114.04031030171375,46.71032180356456,966.347
329,-114.04026113533274,46.71122051740272,964.832
330,-114.04016279549863,46.71301794453479,971.143
331,-114.04001526806513,46.71571408387217,978.453
332,-114.03996608753812,46.71661279662177,997.513
333,-114.03991690465293,46.71751150918992,1007.348
334,-114.03986771940944,46.718410221576626,995.918
335,-114.03972014952775,46.72110635764812,1003.399
336,-114.03967095484965,46.72200506930907,
337,-114.03962175781251,46.72290378078856,
338,-114.03957255841624,46.72380249208659,
339,-114.04131293706489,46.668048273900546,955.873
340,-114.04126385976028,46.66894699521126,956.25
341,-114.04121478010396,46.66984571634062,956.216
342,-114.04116569809577,46.67074443728864,955.804
343,-114.04111661373557,46.67164315805528,955.716
344,-114.04106752702326,46.67254187864058,955.424
345,-114.04101843795864,46.673440599044525,955.374
346,-114.04096934654159,46.674339319267084,955.047
347,-114.040920252772,46.67523803930828,954.899
348,-114.04087115664967,46.67613675916811,955.004
349,-114.04082205817451,46.67703547884657,954.699
350,-114.04077295734635,46.677934198343664,954.867
351,-114.04062564074258,46.68063035574668,954.329
352,-114.04057653050107,46.68152907451826,953.35
353,-114.04052741790585,46.68242779310845,953.079
354,-114.04047830295681,46.68332651151726,954.401
355,-114.0404291856538,46.684225229744676,954.511
356,-114.0403800659967,46.6851239477907,953.699
357,-114.04033094398531,46.686022665655344,952.879
358,-114.04028181961952,46.68692138333857,952.828
359,-114.0402326928992,46.68782010084042,952.718
360,-114.04018356382421,46.688718818160865,954.631
361,-114.0401344323944,46.6896175352999,954.405
362,-114.03998702397462,46.692313685628584,974.026
363,-114.03993788312413,46.69321240204199,981.773
364,-114.0398887399181,46.694111118274,993.697
365,-114.0398395943564,46.69500983432458,1007.892
366,-114.03979044643887,46.69590855019375,1020.52
367,-114.03974129616545,46.696807265881496,1017.645
368,-114.0396921435359,46.69770598138781,1003.357
369,-114.03959383120798,46.69950341185617,987.99
370,-114.03949550945401,46.70130084159883,979.783
371,-114.03944634504191,46.702199556198,978.364
372,-114.03939717827288,46.70309827061575,978.292
373,-114.03929883766342,46.70489569890692,977.62
374,-114.03924966382274,46.70579441278034,972.864
375,-114.03920048762454,46.70669312647232,965.149
